Age,Gender,Country,Academic_Level,Most_Used_Platform,Purpose_Of_Use,Avg_Daily_Usage_Hours,Daily_Unlocks,Study_Hours,Physical_Activity_Hours,Sleep_Hours_Per_Night,Stress_Level,Mental_Health_Score
20,Female,Other,Undergraduate,LinkedIn,Education,7.2,232,2.1,1.6,5.9,Very High,4.2
19,Male,Other,Undergraduate,TikTok,Entertainment,6.1,209,1.0,1.0,4.6,Very High,4.9
22,Male,India,Undergraduate,Facebook,Networking,3.9,140,3.6,1.9,8.6,Low,8.3
20,Female,Australia,Undergraduate,LinkedIn,Education,5.6,175,2.9,1.3,4.9,High,5.9
22,Female,Other,Undergraduate,Snapchat,Entertainment,6.3,210,1.0,2.2,5.1,Very High,5.7
22,Female,Other,Undergraduate,Facebook,Networking,2.3,89,6.9,2.8,9.0,Low,7.1
19,Male,India,Undergraduate,YouTube,Education,6.4,224,1.9,1.7,5.9,Very High,5.9
19,Female,USA,Undergraduate,YouTube,Education,5.2,167,3.5,2.0,7.0,High,6.7
21,Female,Germany,Undergraduate,LinkedIn,Education,7.1,216,1.0,1.2,5.5,Very High,4.4
23,Female,India,Graduate,Instagram,Entertainment,6.1,206,2.6,1.6,4.6,Very High,5.2
20,Male,Other,Undergraduate,Twitter,News,7.9,222,1.0,0.4,5.4,Very High,5.3
19,Female,Canada,Undergraduate,Twitter,News,7.4,218,1.0,0.1,4.6,Very High,5.8
20,Female,UK,Undergraduate,TikTok,Entertainment,7.1,207,1.1,1.3,5.9,Very High,4.2
24,Male,Other,Graduate,YouTube,Education,5.2,170,3.0,1.9,6.5,Very High,6.0
21,Male,Other,Undergraduate,Twitter,News,5.8,192,1.5,2.2,5.4,High,4.9
21,Female,Other,Undergraduate,YouTube,Education,5.8,177,2.1,2.3,4.9,Very High,4.1
19,Female,Other,Undergraduate,Twitter,News,2.2,93,5.7,3.2,7.6,Low,8.9
24,Male,Germany,Graduate,Snapchat,Entertainment,6.9,227,1.4,0.8,5.3,Very High,4.3
22,Female,Other,Undergraduate,Snapchat,Entertainment,6.9,234,1.9,1.1,4.6,Very High,4.3
20,Female,Other,Undergraduate,Facebook,Networking,6.3,182,1.0,1.7,5.9,High,5.3
24,Female,Other,Graduate,Twitter,News,4.4,160,3.5,3.2,6.2,Medium,6.2
23,Male,Germany,Graduate,TikTok,Entertainment,3.2,106,6.0,2.9,8.9,Low,8.0
21,Female,UK,Undergraduate,Facebook,Networking,7.6,235,1.0,1.7,5.9,Very High,4.7
22,Female,Other,Undergraduate,Instagram,Entertainment,3.5,147,3.8,1.9,8.7,Medium,8.0
24,Male,Australia,Graduate,Snapchat,Entertainment,4.6,171,3.6,1.4,6.4,High,6.8
21,Female,Other,Undergraduate,Twitter,News,6.1,186,2.6,1.9,4.5,Very High,5.3
22,Male,Other,Undergraduate,TikTok,Entertainment,3.3,117,4.7,1.6,8.2,Medium,7.4
24,Male,Other,Graduate,LinkedIn,Education,5.2,186,3.9,1.6,6.9,Medium,6.9
20,Female,UK,Undergraduate,LinkedIn,Education,5.9,204,2.8,1.5,5.5,Very High,4.3
23,Female,Other,Graduate,Twitter,News,6.1,188,2.6,2.3,5.1,Very High,4.9
21,Male,Other,Undergraduate,TikTok,Entertainment,3.9,122,4.5,1.8,7.7,Medium,7.5
20,Male,Other,Undergraduate,Facebook,Networking,7.2,222,2.7,0.0,4.6,Very High,4.4
22,Female,Other,Undergraduate,LinkedIn,Education,7.9,246,1.0,1.3,5.6,Very High,5.3
18,Female,Other,High School,TikTok,Entertainment,7.5,229,1.0,0.8,5.8,Very High,4.6
24,Female,USA,Graduate,Twitter,News,6.4,222,2.9,1.4,6.0,High,5.2
21,Male,India,Undergraduate,Facebook,Networking,7.6,247,1.0,1.1,5.8,Very High,4.8
18,Female,Other,High School,Twitter,News,5.8,201,2.3,1.4,5.0,Very High,5.6
23,Female,Canada,Graduate,Twitter,News,2.8,95,6.2,2.7,7.4,Low,8.4
20,Male,UK,Undergraduate,Facebook,Networking,6.3,216,1.0,0.7,4.7,Very High,4.3
23,Female,Canada,Graduate,Snapchat,Entertainment,4.3,162,2.7,1.7,7.4,Medium,6.1
20,Female,Germany,Undergraduate,Snapchat,Entertainment,8.2,244,1.0,1.3,4.8,Very High,4.0
18,Male,Other,High School,Twitter,News,6.9,220,1.0,1.0,5.9,Very High,4.1
22,Male,Other,Undergraduate,Facebook,Networking,5.7,199,2.7,0.8,4.6,High,4.8
24,Female,Other,Graduate,TikTok,Entertainment,5.9,208,2.5,1.9,5.8,High,5.6
22,Female,Other,Undergraduate,Snapchat,Entertainment,1.9,94,6.3,3.1,8.4,Low,8.1
23,Male,Other,Graduate,Snapchat,Entertainment,7.7,218,1.0,1.1,5.1,Very High,5.7
24,Male,Other,Graduate,Twitter,News,3.2,129,3.0,1.2,7.8,Medium,8.4
24,Female,Other,Graduate,TikTok,Entertainment,1.7,94,6.3,2.9,8.7,Low,8.0
21,Male,India,Undergraduate,TikTok,Entertainment,7.8,222,1.0,0.2,5.0,Very High,4.5
21,Male,Germany,Undergraduate,Instagram,Entertainment,1.9,104,6.5,2.7,8.7,Low,8.1
19,Male,USA,Undergraduate,TikTok,Entertainment,7.5,220,1.1,0.7,4.9,Very High,4.2
21,Male,USA,Undergraduate,YouTube,Education,7.1,237,1.0,0.6,5.9,Very High,4.7
20,Female,Canada,Undergraduate,Facebook,Networking,4.3,154,4.3,1.7,6.4,High,6.2
23,Male,Other,Graduate,Twitter,News,8.2,241,1.0,0.9,5.7,Very High,4.9
21,Female,Other,Undergraduate,TikTok,Entertainment,8.3,234,1.0,0.6,4.6,Very High,4.8
18,Female,Other,High School,Facebook,Networking,8.1,227,1.0,1.3,4.7,Very High,5.6
19,Male,Other,Undergraduate,TikTok,Entertainment,4.8,174,3.1,1.6,7.0,High,6.1
20,Female,Other,Undergraduate,YouTube,Education,2.7,107,5.5,2.8,7.8,Low,7.5
18,Male,UK,High School,LinkedIn,Education,7.5,245,1.2,1.3,5.4,Very High,4.2
24,Male,Other,Graduate,LinkedIn,Education,3.8,129,3.9,1.7,7.9,Low,8.8
21,Female,Other,Undergraduate,Instagram,Entertainment,5.9,208,2.5,1.1,4.9,High,5.6
23,Male,Other,Graduate,Instagram,Entertainment,3.4,147,4.4,1.3,8.4,Low,7.3
19,Male,USA,Undergraduate,Twitter,News,3.9,126,4.0,2.2,6.6,Medium,6.9
19,Male,Other,Undergraduate,TikTok,Entertainment,7.9,247,1.0,0.8,5.4,Very High,4.2
24,Male,Other,Graduate,Instagram,Entertainment,2.1,114,4.3,1.3,7.2,Low,7.2
18,Male,Other,High School,Snapchat,Entertainment,6.3,194,1.0,1.2,4.5,Very High,5.2
24,Male,Other,Graduate,LinkedIn,Education,4.4,137,2.4,1.4,7.5,High,6.8
21,Female,Australia,Undergraduate,Twitter,News,3.7,152,2.4,2.9,6.7,Medium,6.6
24,Female,USA,Graduate,YouTube,Education,7.4,228,1.0,0.3,5.9,Very High,4.3
21,Female,India,Undergraduate,LinkedIn,Education,4.4,136,4.2,1.2,6.4,High,6.4
23,Male,Other,Graduate,LinkedIn,Education,2.5,120,5.3,2.9,7.1,Low,8.8
19,Female,Germany,Undergraduate,Facebook,Networking,6.5,214,1.7,2.1,5.9,Very High,5.3
21,Female,Other,Undergraduate,Twitter,News,3.7,119,5.2,1.7,8.2,Low,7.3
22,Female,Australia,Undergraduate,TikTok,Entertainment,7.6,225,1.5,0.8,5.2,Very High,4.5
18,Male,India,High School,Instagram,Entertainment,6.8,195,1.1,1.6,4.6,Very High,4.1
23,Male,Other,Graduate,Instagram,Entertainment,7.5,250,1.6,0.0,5.7,Very High,4.5
24,Female,Other,Graduate,YouTube,Education,7.1,202,1.0,0.3,4.7,Very High,4.0
24,Male,Canada,Graduate,Twitter,News,6.7,223,1.0,1.2,6.0,Very High,4.5
19,Male,Other,Undergraduate,Twitter,News,3.6,135,3.9,2.9,6.9,Medium,6.8
21,Male,Other,Undergraduate,Snapchat,Entertainment,3.1,125,3.7,2.0,7.5,Medium,8.9
21,Male,Other,Undergraduate,TikTok,Entertainment,5.2,187,2.1,1.8,6.4,High,7.0
18,Female,Other,High School,LinkedIn,Education,4.7,177,3.0,2.4,6.2,High,6.4
19,Male,Other,Undergraduate,YouTube,Education,2.9,102,5.7,3.3,8.0,Medium,7.4
23,Female,Other,Graduate,Snapchat,Entertainment,3.6,115,5.8,1.8,8.4,Medium,8.4
20,Female,USA,Undergraduate,TikTok,Entertainment,5.6,169,1.3,1.6,6.8,High,6.5
22,Male,Other,Undergraduate,Facebook,Networking,5.2,182,3.1,2.6,7.2,Medium,6.0
24,Female,Canada,Graduate,YouTube,Education,1.7,89,5.5,1.8,7.1,Medium,7.5
19,Male,Other,Undergraduate,YouTube,Education,3.7,120,4.7,2.6,7.0,Medium,6.7
22,Male,Australia,Undergraduate,Instagram,Entertainment,1.5,71,6.4,2.1,8.7,Low,8.6
21,Male,India,Undergraduate,Instagram,Entertainment,4.4,156,2.1,2.0,7.3,Medium,6.1
21,Male,Other,Undergraduate,Instagram,Entertainment,7.4,239,1.3,1.0,4.8,High,4.8
22,Female,Other,Undergraduate,Facebook,Networking,4.0,138,3.5,1.5,6.0,High,6.2
20,Male,Other,Undergraduate,Twitter,News,2.0,112,5.6,2.0,7.7,Low,7.7
20,Male,Other,Undergraduate,LinkedIn,Education,5.7,206,1.4,1.7,5.5,High,6.0
18,Male,Other,High School,LinkedIn,Education,4.5,167,3.0,2.4,6.1,High,6.4
24,Male,Canada,Graduate,TikTok,Entertainment,3.2,123,5.1,2.1,7.5,Medium,8.0
20,Female,Other,Undergraduate,Twitter,News,6.7,227,1.1,1.4,5.1,High,5.7
21,Male,Other,Undergraduate,Snapchat,Entertainment,8.3,261,1.0,1.2,4.7,Very High,5.0
18,Female,Other,High School,Snapchat,Entertainment,3.2,125,5.1,1.7,7.8,Medium,8.5
19,Female,Other,Undergraduate,TikTok,Entertainment,5.9,189,3.2,1.9,6.3,High,6.8
21,Male,Other,Undergraduate,YouTube,Education,5.2,188,2.5,2.1,6.6,High,6.3
22,Male,Other,Undergraduate,LinkedIn,Education,3.5,134,3.3,3.4,8.1,Low,7.2
22,Male,USA,Undergraduate,YouTube,Education,8.0,232,1.0,0.8,5.2,Very High,4.7
21,Female,Other,Undergraduate,TikTok,Entertainment,7.3,246,1.0,0.9,5.8,Very High,5.6
21,Male,Other,Undergraduate,YouTube,Education,6.3,184,2.6,1.8,5.9,Very High,4.5
21,Male,Other,Undergraduate,Snapchat,Entertainment,8.4,262,1.0,1.3,4.7,Very High,5.4
19,Male,USA,Undergraduate,LinkedIn,Education,2.4,111,5.5,2.1,7.2,Low,8.6
23,Female,Other,Graduate,Instagram,Entertainment,6.4,208,1.9,1.2,5.4,High,5.4
24,Female,Other,Graduate,LinkedIn,Education,4.8,147,4.8,2.1,6.7,High,6.4
23,Female,Other,Graduate,Snapchat,Entertainment,7.7,236,2.0,0.7,5.3,Very High,5.3
21,Male,Other,Undergraduate,Facebook,Networking,6.7,227,1.4,1.1,4.6,Very High,4.5
20,Female,Other,Undergraduate,Facebook,Networking,2.9,106,5.2,2.3,8.4,Medium,8.4
19,Female,Other,Undergraduate,LinkedIn,Education,8.3,259,1.0,1.4,5.0,Very High,4.5
18,Male,Other,High School,LinkedIn,Education,2.5,121,4.8,2.1,8.7,Medium,8.6
18,Female,Other,High School,Facebook,Networking,6.2,218,2.1,0.5,5.1,Very High,5.2
24,Male,Other,Graduate,Snapchat,Entertainment,2.8,115,5.2,1.3,8.5,Medium,7.6
18,Female,Other,High School,LinkedIn,Education,4.8,157,3.5,1.2,6.8,Medium,6.3
20,Male,India,Undergraduate,Instagram,Entertainment,7.6,242,1.0,0.4,5.4,Very High,4.1
19,Female,Other,Undergraduate,Facebook,Networking,4.5,156,2.2,1.8,6.2,High,6.6
21,Male,Other,Undergraduate,TikTok,Entertainment,2.6,115,3.7,1.8,7.4,Low,8.9
22,Female,Other,Undergraduate,YouTube,Education,2.3,111,4.8,2.1,8.8,Low,9.0
20,Male,Other,Undergraduate,Twitter,News,2.8,123,4.8,1.9,8.2,Medium,7.3
19,Male,Other,Undergraduate,Instagram,Entertainment,7.0,209,1.0,1.0,4.7,Very High,5.5
23,Female,Other,Graduate,YouTube,Education,5.6,195,3.9,2.3,6.6,High,6.5
21,Male,UK,Undergraduate,Instagram,Entertainment,3.5,133,5.4,2.5,8.5,Medium,8.4
18,Female,USA,High School,Twitter,News,5.9,209,1.3,1.5,4.5,High,5.8
19,Male,Other,Undergraduate,LinkedIn,Education,2.4,111,5.9,2.2,8.4,Low,7.6
20,Female,Other,Undergraduate,Facebook,Networking,6.4,220,1.3,1.2,5.5,Very High,4.3
21,Female,Other,Undergraduate,Twitter,News,2.7,131,5.1,2.5,7.5,Medium,7.9
24,Male,India,Graduate,Instagram,Entertainment,8.2,269,1.0,1.2,4.8,Very High,4.5
22,Male,Other,Undergraduate,Instagram,Entertainment,1.9,101,6.6,2.1,7.2,Medium,8.2
21,Male,Other,Undergraduate,Instagram,Entertainment,5.4,183,2.3,1.7,6.6,High,6.5
21,Female,USA,Undergraduate,Snapchat,Entertainment,6.1,181,2.8,0.5,5.3,High,6.0
23,Female,Other,Graduate,Instagram,Entertainment,7.4,225,1.0,1.3,5.3,Very High,5.5
24,Male,Germany,Graduate,LinkedIn,Education,7.1,221,1.0,1.6,5.8,Very High,4.2
21,Male,Australia,Undergraduate,Instagram,Entertainment,5.7,198,4.4,1.4,7.5,Medium,6.6
20,Female,Other,Undergraduate,Twitter,News,1.8,93,6.4,3.5,7.2,Low,7.5
22,Female,Other,Undergraduate,YouTube,Education,7.9,239,1.2,0.6,5.1,Very High,4.9
24,Male,Other,Graduate,Twitter,News,8.1,232,1.0,1.1,6.0,Very High,4.8
24,Female,Other,Graduate,Instagram,Entertainment,3.6,143,4.9,2.1,6.9,Medium,6.5
21,Male,India,Undergraduate,Facebook,Networking,7.8,237,1.0,1.0,5.5,Very High,5.7
22,Female,Other,Undergraduate,Instagram,Entertainment,7.0,201,1.0,1.2,5.9,Very High,4.0
22,Female,Canada,Undergraduate,TikTok,Entertainment,7.7,228,1.0,1.1,5.8,Very High,4.2
24,Female,Other,Graduate,Snapchat,Entertainment,5.7,202,2.6,2.0,6.9,High,6.4
19,Female,Other,Undergraduate,LinkedIn,Education,4.9,151,2.4,2.5,6.6,High,6.5
24,Female,USA,Graduate,Instagram,Entertainment,7.6,231,1.0,1.1,5.3,Very High,4.9
19,Female,India,Undergraduate,Snapchat,Entertainment,8.5,257,1.0,1.3,5.8,Very High,4.8
22,Female,India,Undergraduate,TikTok,Entertainment,6.6,193,1.7,1.0,5.3,Very High,5.0
20,Female,Other,Undergraduate,Snapchat,Entertainment,7.5,218,1.0,1.5,5.9,Very High,4.6
24,Female,Other,Graduate,YouTube,Education,7.5,249,1.0,0.7,4.8,Very High,5.4
23,Male,Other,Graduate,Facebook,Networking,8.2,252,1.0,1.5,5.7,Very High,4.0
20,Female,UK,Undergraduate,YouTube,Education,5.3,165,3.4,2.8,7.1,High,6.6
22,Female,Other,Undergraduate,LinkedIn,Education,4.9,153,1.6,1.7,7.0,High,6.7
21,Female,USA,Undergraduate,Instagram,Entertainment,5.8,187,1.9,0.5,5.8,Very High,5.1
23,Male,Other,Graduate,LinkedIn,Education,6.4,213,1.0,1.1,5.4,Very High,4.3
18,Female,Other,High School,Snapchat,Entertainment,3.8,149,3.0,2.7,6.2,Medium,6.8
22,Female,USA,Undergraduate,Facebook,Networking,3.8,127,5.3,2.3,6.9,High,6.5
18,Male,Australia,High School,Twitter,News,4.0,154,4.7,2.1,7.4,Medium,6.5
21,Male,Other,Undergraduate,LinkedIn,Education,8.0,260,1.0,1.5,5.5,Very High,5.6
23,Female,Other,Graduate,Snapchat,Entertainment,8.3,241,1.0,1.2,5.6,Very High,5.8
19,Male,USA,Undergraduate,LinkedIn,Education,5.8,171,1.0,2.2,5.3,High,5.0
23,Male,Other,Graduate,Snapchat,Entertainment,6.2,218,1.4,1.9,5.3,Very High,5.0
18,Male,Other,High School,Snapchat,Entertainment,2.3,102,7.6,3.2,7.5,Medium,8.2
19,Female,Other,Undergraduate,YouTube,Education,6.2,211,2.1,1.6,5.8,Very High,4.3
20,Female,Other,Undergraduate,Instagram,Entertainment,7.0,212,1.0,1.7,4.5,Very High,5.9
24,Male,Other,Graduate,LinkedIn,Education,3.8,131,4.6,1.9,7.2,Low,8.9
18,Female,Other,High School,TikTok,Entertainment,3.3,116,3.5,1.9,8.6,Low,8.7
19,Female,USA,Undergraduate,Instagram,Entertainment,1.5,70,6.3,3.5,8.2,Low,8.2
18,Male,Other,High School,YouTube,Education,6.7,210,1.4,1.4,5.8,Very High,4.5
23,Male,India,Graduate,YouTube,Education,2.9,101,5.0,2.7,7.7,Medium,7.6
24,Female,Other,Graduate,YouTube,Education,3.2,138,5.4,2.3,7.7,Medium,7.9
21,Female,Other,Undergraduate,Twitter,News,6.0,195,2.3,1.2,5.9,High,4.1
21,Female,Other,Undergraduate,YouTube,Education,3.2,141,5.3,2.2,7.6,Low,7.6
22,Male,Other,Undergraduate,Snapchat,Entertainment,2.3,102,5.1,3.1,8.1,Low,7.3
22,Male,Other,Undergraduate,YouTube,Education,8.1,239,1.0,1.3,5.6,Very High,5.4
21,Male,Other,Undergraduate,Twitter,News,3.5,132,5.8,1.3,7.5,Low,8.9
21,Male,USA,Undergraduate,TikTok,Entertainment,5.8,176,1.4,1.4,5.5,High,5.4
24,Female,Other,Graduate,Twitter,News,2.9,129,4.4,3.2,8.0,Medium,7.0
22,Male,Other,Undergraduate,YouTube,Education,6.0,203,3.1,1.4,6.7,High,6.4
19,Male,USA,Undergraduate,YouTube,Education,5.8,175,2.0,0.6,5.3,Very High,5.8
19,Male,Other,Undergraduate,Facebook,Networking,4.9,170,4.2,2.7,6.0,High,6.3
20,Male,Other,Undergraduate,TikTok,Entertainment,5.6,186,2.0,1.9,6.8,Medium,6.8
18,Male,Other,High School,YouTube,Education,5.6,173,3.6,1.6,4.5,Very High,5.7
19,Male,Other,Undergraduate,TikTok,Entertainment,7.5,216,1.0,0.9,4.7,Very High,4.1
20,Female,Other,Undergraduate,Instagram,Entertainment,8.2,260,1.0,1.5,5.8,Very High,4.9
18,Female,Other,High School,YouTube,Education,7.4,220,1.9,0.9,5.8,Very High,4.7
18,Female,Australia,High School,LinkedIn,Education,6.3,202,1.4,2.0,5.9,Very High,5.4
23,Female,Other,Graduate,LinkedIn,Education,2.1,86,5.1,2.7,8.1,Low,8.8
19,Male,Australia,Undergraduate,YouTube,Education,5.7,193,1.9,1.7,6.0,High,5.8
21,Male,Canada,Undergraduate,TikTok,Entertainment,7.1,203,1.3,1.3,4.5,Very High,4.5
23,Male,Other,Graduate,Snapchat,Entertainment,5.6,179,1.1,1.5,5.8,High,4.0
23,Female,Other,Graduate,Instagram,Entertainment,7.5,233,1.0,1.6,5.9,Very High,5.2
24,Female,India,Graduate,Snapchat,Entertainment,3.0,117,4.6,1.8,7.1,Medium,7.2
21,Female,Germany,Undergraduate,YouTube,Education,3.7,141,5.2,1.3,8.7,Low,8.6
21,Male,Other,Undergraduate,TikTok,Entertainment,3.6,122,2.5,2.4,8.5,Medium,7.1
19,Female,Other,Undergraduate,YouTube,Education,5.4,177,2.0,2.0,6.4,High,6.6
23,Male,Other,Graduate,Facebook,Networking,2.0,105,4.7,2.7,7.7,Low,7.9
22,Female,Other,Undergraduate,TikTok,Entertainment,5.8,183,1.5,1.8,5.7,High,4.1
21,Female,Other,Undergraduate,Instagram,Entertainment,4.5,143,3.7,1.7,6.4,High,6.7
24,Male,Other,Graduate,Snapchat,Entertainment,6.3,215,1.6,1.8,5.3,Very High,4.3
23,Female,Germany,Graduate,Instagram,Entertainment,7.9,253,1.0,1.0,5.6,Very High,5.1
24,Female,Other,Graduate,TikTok,Entertainment,6.0,202,1.9,1.3,4.9,High,5.4
19,Male,Other,Undergraduate,YouTube,Education,5.0,181,3.2,1.6,6.2,Medium,6.4
18,Female,UK,High School,Facebook,Networking,6.7,223,1.0,2.3,5.8,Very High,4.6
23,Male,India,Graduate,Twitter,News,7.2,234,1.4,0.3,5.3,Very High,6.0
21,Female,India,Undergraduate,LinkedIn,Education,3.8,140,4.7,2.3,7.2,Medium,7.5
22,Female,Other,Undergraduate,YouTube,Education,4.6,140,3.7,1.0,6.4,Medium,6.0
22,Male,Other,Undergraduate,Snapchat,Entertainment,5.7,190,2.7,1.5,6.6,Very High,6.4
22,Female,Other,Undergraduate,YouTube,Education,6.3,192,1.9,1.2,5.6,Very High,5.0
19,Male,Other,Undergraduate,LinkedIn,Education,7.9,252,1.7,0.0,5.8,Very High,4.1
23,Female,Other,Graduate,Snapchat,Entertainment,5.0,168,2.9,1.9,6.1,High,6.6
21,Female,Other,Undergraduate,TikTok,Entertainment,3.5,148,4.3,1.9,7.5,High,9.0
22,Female,Other,Undergraduate,LinkedIn,Education,5.2,178,2.2,0.7,7.2,High,6.3
19,Female,Other,Undergraduate,YouTube,Education,2.7,114,4.5,2.7,8.6,Low,7.5
23,Female,Other,Graduate,Twitter,News,6.5,223,1.0,2.1,5.6,High,4.6
23,Male,Other,Graduate,TikTok,Entertainment,4.1,146,3.2,2.7,7.4,High,6.9
23,Male,Other,Graduate,LinkedIn,Education,2.4,100,5.5,2.6,7.1,Medium,7.1
22,Male,India,Undergraduate,Twitter,News,5.1,166,3.2,1.7,6.3,High,6.9
18,Male,Other,High School,Twitter,News,5.9,207,2.1,2.2,6.0,Very High,6.5
19,Female,Germany,Undergraduate,TikTok,Entertainment,5.7,197,1.7,2.4,5.2,Very High,4.1
24,Female,Other,Graduate,Twitter,News,8.2,235,1.0,1.5,5.0,Very High,4.7
19,Male,Other,Undergraduate,TikTok,Entertainment,6.9,216,1.7,0.8,5.0,Very High,5.6
21,Male,Other,Undergraduate,Twitter,News,7.6,229,1.0,1.2,5.0,Very High,4.1
19,Male,UK,Undergraduate,Snapchat,Entertainment,2.0,100,5.5,2.7,7.5,Low,7.8
18,Male,Other,High School,Facebook,Networking,3.9,124,4.5,1.1,7.3,Medium,8.5
19,Female,Other,Undergraduate,LinkedIn,Education,4.5,165,3.7,2.1,6.1,Medium,6.3
20,Male,Other,Undergraduate,TikTok,Entertainment,3.5,141,3.3,3.3,7.1,Low,8.1
18,Male,Other,High School,Twitter,News,7.3,216,1.0,1.5,5.3,Very High,5.0
21,Female,USA,Undergraduate,Facebook,Networking,3.7,123,4.5,2.8,7.5,Medium,8.3
23,Male,USA,Graduate,YouTube,Education,4.7,167,2.6,1.9,6.9,High,6.2
18,Male,Other,High School,YouTube,Education,5.3,167,2.9,1.6,6.9,High,6.4
20,Male,Australia,Undergraduate,Twitter,News,7.3,244,1.0,1.4,5.3,Very High,6.0
19,Female,India,Undergraduate,LinkedIn,Education,3.8,151,5.3,1.6,7.4,Medium,6.9
22,Female,India,Undergraduate,Instagram,Entertainment,8.4,273,1.0,0.4,6.0,Very High,5.5
19,Female,Other,Undergraduate,Twitter,News,8.3,253,1.0,1.6,4.7,Very High,4.6
21,Male,Other,Undergraduate,Snapchat,Entertainment,4.0,162,4.3,2.7,6.6,High,6.9
23,Female,India,Graduate,YouTube,Education,7.6,215,1.0,0.6,4.7,Very High,4.8
23,Female,Other,Graduate,Facebook,Networking,5.3,168,1.8,2.2,7.3,High,6.2
18,Male,Other,High School,Snapchat,Entertainment,5.9,172,1.9,1.5,6.2,High,6.1
22,Female,Other,Undergraduate,TikTok,Entertainment,4.1,154,3.0,2.1,6.4,High,6.9
22,Male,Other,Undergraduate,TikTok,Entertainment,5.6,185,3.0,1.8,6.1,High,6.3
21,Female,Other,Undergraduate,Facebook,Networking,8.4,246,1.2,1.4,5.2,Very High,5.1
20,Male,Australia,Undergraduate,Snapchat,Entertainment,5.8,182,1.3,1.6,5.8,Very High,4.9
24,Female,Other,Graduate,YouTube,Education,8.2,254,1.0,1.7,4.5,Very High,5.6
21,Male,Other,Undergraduate,Twitter,News,4.8,152,3.4,2.0,6.6,Medium,7.0
21,Female,Germany,Undergraduate,Snapchat,Entertainment,7.6,235,1.7,1.4,4.9,Very High,5.1
22,Female,Other,Undergraduate,Twitter,News,3.1,126,3.9,1.8,8.5,Low,7.0
18,Male,Other,High School,Instagram,Entertainment,7.5,221,1.0,2.2,5.4,Very High,5.5
20,Female,Other,Undergraduate,Snapchat,Entertainment,3.9,131,5.6,2.3,6.3,Medium,6.2
20,Female,USA,Undergraduate,LinkedIn,Education,7.1,216,1.0,1.6,6.0,Very High,4.1
22,Male,Other,Undergraduate,TikTok,Entertainment,6.3,205,1.0,0.6,5.4,Very High,6.0
24,Female,Other,Graduate,LinkedIn,Education,6.2,190,1.5,1.0,6.0,Very High,4.8
21,Female,Other,Undergraduate,LinkedIn,Education,4.9,162,2.7,2.4,6.8,Medium,6.3
18,Male,India,High School,Instagram,Entertainment,3.0,121,5.7,2.4,7.7,Medium,8.5
19,Male,Other,Undergraduate,Twitter,News,8.0,232,1.0,0.0,4.8,Very High,4.9
21,Female,Other,Undergraduate,Facebook,Networking,8.2,251,1.0,1.5,5.7,Very High,5.0
18,Female,Other,High School,TikTok,Entertainment,6.0,180,2.4,1.2,5.5,Very High,5.0
19,Female,Other,Undergraduate,YouTube,Education,4.8,150,2.7,2.5,6.9,High,6.9
24,Female,Other,Graduate,Instagram,Entertainment,5.3,166,3.7,1.6,6.4,High,6.8
22,Female,Other,Undergraduate,Instagram,Entertainment,4.5,148,3.0,2.0,6.6,High,6.8
23,Female,India,Graduate,Twitter,News,1.7,68,5.8,3.2,7.0,Medium,8.9
18,Male,Germany,High School,YouTube,Education,6.1,215,2.3,1.0,4.6,Very High,5.1
18,Male,Canada,High School,Twitter,News,1.9,84,6.7,2.0,7.3,Medium,8.9
21,Male,Other,Undergraduate,Instagram,Entertainment,7.7,249,1.0,1.0,5.8,Very High,5.1
21,Female,Other,Undergraduate,Instagram,Entertainment,6.9,233,1.0,1.7,5.2,Very High,5.9
24,Male,Other,Graduate,Twitter,News,5.9,204,2.5,0.9,5.9,High,4.4
20,Male,Australia,Undergraduate,YouTube,Education,2.4,118,4.8,1.6,8.7,Low,7.2
18,Male,Other,High School,LinkedIn,Education,6.5,191,1.7,1.8,5.0,Very High,5.0
20,Male,Other,Undergraduate,LinkedIn,Education,2.6,104,4.3,2.0,8.8,Low,8.5
20,Male,Other,Undergraduate,TikTok,Entertainment,6.9,226,1.5,1.1,5.3,Very High,5.1
19,Female,Germany,Undergraduate,Snapchat,Entertainment,5.4,183,2.0,0.7,7.3,Medium,6.3
21,Male,Australia,Undergraduate,Instagram,Entertainment,4.7,142,2.3,1.5,7.4,High,6.6
21,Male,Other,Undergraduate,Facebook,Networking,2.9,119,5.7,2.3,8.7,Low,8.9
21,Male,Other,Undergraduate,Instagram,Entertainment,1.7,99,6.5,3.0,8.1,Low,7.8
23,Female,Other,Graduate,TikTok,Entertainment,6.2,213,1.3,1.1,6.0,Very High,4.3
23,Male,Other,Graduate,TikTok,Entertainment,5.6,180,3.6,2.4,5.5,High,4.2
19,Female,Other,Undergraduate,TikTok,Entertainment,4.5,146,3.1,1.5,6.5,High,6.8
24,Female,Other,Graduate,Snapchat,Entertainment,8.0,237,1.0,0.7,5.6,Very High,6.0
21,Male,Australia,Undergraduate,Twitter,News,3.5,123,4.7,2.9,7.4,Medium,6.7
22,Male,Canada,Undergraduate,Twitter,News,4.8,158,2.7,1.9,6.9,Medium,6.1
24,Female,Other,Graduate,YouTube,Education,2.3,94,6.1,2.1,8.8,Low,8.5
22,Male,Other,Undergraduate,LinkedIn,Education,8.0,243,1.0,0.9,4.5,Very High,5.4
